request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
265,pilot,A,fiqa_sa-train-000124,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,387.06,2.415e-05,2026-07-21T02:40:34.583355+00:00,2026-07-21T02:40:34.969969+00:00
266,pilot,A,fiqa_sa-train-000129,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,388.55,2.385e-05,2026-07-21T02:40:35.284140+00:00,2026-07-21T02:40:35.673627+00:00
267,pilot,A,fiqa_sa-train-000140,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,384.0,2.265e-05,2026-07-21T02:40:35.988479+00:00,2026-07-21T02:40:36.372638+00:00
268,pilot,A,fiqa_sa-train-000144,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,462.7,2.34e-05,2026-07-21T02:40:36.685998+00:00,2026-07-21T02:40:37.149124+00:00
269,pilot,A,fiqa_sa-train-000145,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,377.34,2.265e-05,2026-07-21T02:40:37.462375+00:00,2026-07-21T02:40:37.840049+00:00
270,pilot,A,fiqa_sa-train-000155,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,389.03,2.415e-05,2026-07-21T02:40:38.153737+00:00,2026-07-21T02:40:38.542848+00:00
271,pilot,A,fiqa_sa-train-000174,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,386.2,2.4e-05,2026-07-21T02:40:38.856741+00:00,2026-07-21T02:40:39.242993+00:00
272,pilot,A,fiqa_sa-train-000176,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,375.24,2.295e-05,2026-07-21T02:40:39.560652+00:00,2026-07-21T02:40:39.936270+00:00
273,pilot,A,fiqa_sa-train-000181,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,396.74,2.355e-05,2026-07-21T02:40:40.252491+00:00,2026-07-21T02:40:40.648967+00:00
274,pilot,A,fiqa_sa-train-000183,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,392.14,2.265e-05,2026-07-21T02:40:40.962946+00:00,2026-07-21T02:40:41.354625+00:00
275,pilot,A,fiqa_sa-train-000203,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,950.51,2.28e-05,2026-07-21T02:40:41.668454+00:00,2026-07-21T02:40:42.618711+00:00
276,pilot,A,fiqa_sa-train-000205,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,387.58,2.25e-05,2026-07-21T02:40:42.933292+00:00,2026-07-21T02:40:43.320517+00:00
277,pilot,A,fiqa_sa-train-000206,fiqa_sa,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,404.26,2.445e-05,2026-07-21T02:40:43.634861+00:00,2026-07-21T02:40:44.039559+00:00
278,pilot,A,fiqa_sa-train-000210,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,421.65,2.34e-05,2026-07-21T02:40:44.357569+00:00,2026-07-21T02:40:44.778716+00:00
279,pilot,A,fiqa_sa-train-000234,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,459.64,2.28e-05,2026-07-21T02:40:45.092684+00:00,2026-07-21T02:40:45.551787+00:00
280,pilot,A,fiqa_sa-train-000239,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,406.03,2.28e-05,2026-07-21T02:40:45.866517+00:00,2026-07-21T02:40:46.272846+00:00
281,pilot,A,fiqa_sa-train-000247,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,445.76,2.325e-05,2026-07-21T02:40:46.587385+00:00,2026-07-21T02:40:47.032689+00:00
282,pilot,A,fiqa_sa-train-000254,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,415.67,2.37e-05,2026-07-21T02:40:47.388622+00:00,2026-07-21T02:40:47.803963+00:00
283,pilot,A,fiqa_sa-train-000259,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,410.71,2.385e-05,2026-07-21T02:40:48.118452+00:00,2026-07-21T02:40:48.529102+00:00
284,pilot,A,fiqa_sa-train-000262,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,416.18,2.415e-05,2026-07-21T02:40:48.844182+00:00,2026-07-21T02:40:49.260765+00:00
285,pilot,A,fiqa_sa-train-000263,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,399.44,2.415e-05,2026-07-21T02:40:49.574720+00:00,2026-07-21T02:40:49.973800+00:00
286,pilot,A,fiqa_sa-train-000272,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,394.89,2.325e-05,2026-07-21T02:40:50.289393+00:00,2026-07-21T02:40:50.683844+00:00
287,pilot,A,fiqa_sa-train-000274,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,407.31,2.415e-05,2026-07-21T02:40:50.999020+00:00,2026-07-21T02:40:51.406591+00:00
288,pilot,A,fiqa_sa-train-000276,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,379.65,2.37e-05,2026-07-21T02:40:51.720946+00:00,2026-07-21T02:40:52.100521+00:00
289,pilot,A,fiqa_sa-train-000280,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,815.53,2.34e-05,2026-07-21T02:40:52.417425+00:00,2026-07-21T02:40:53.232776+00:00
290,pilot,A,fiqa_sa-train-000282,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,391.32,2.28e-05,2026-07-21T02:40:53.548255+00:00,2026-07-21T02:40:53.939234+00:00
291,pilot,A,fiqa_sa-train-000284,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,402.16,2.295e-05,2026-07-21T02:40:54.254181+00:00,2026-07-21T02:40:54.656072+00:00
292,pilot,A,fiqa_sa-train-000289,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,968.05,2.295e-05,2026-07-21T02:40:54.969369+00:00,2026-07-21T02:40:55.937834+00:00
293,pilot,A,fiqa_sa-train-000291,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,397.86,2.355e-05,2026-07-21T02:40:56.254411+00:00,2026-07-21T02:40:56.652785+00:00
294,pilot,A,fiqa_sa-train-000303,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,941.95,2.325e-05,2026-07-21T02:40:56.967228+00:00,2026-07-21T02:40:57.909296+00:00
295,pilot,A,fiqa_sa-train-000307,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,399.57,2.295e-05,2026-07-21T02:40:58.227499+00:00,2026-07-21T02:40:58.626924+00:00
296,pilot,A,fiqa_sa-train-000310,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,418.54,2.34e-05,2026-07-21T02:40:58.940680+00:00,2026-07-21T02:40:59.358765+00:00
297,pilot,A,fiqa_sa-train-000312,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,456.51,2.25e-05,2026-07-21T02:40:59.673667+00:00,2026-07-21T02:41:00.130062+00:00
298,pilot,A,fiqa_sa-train-000317,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,409.99,2.325e-05,2026-07-21T02:41:00.450624+00:00,2026-07-21T02:41:00.860204+00:00
299,pilot,A,fiqa_sa-train-000318,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,391.88,2.34e-05,2026-07-21T02:41:01.175107+00:00,2026-07-21T02:41:01.567042+00:00
300,pilot,A,fiqa_sa-train-000325,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,400.47,2.355e-05,2026-07-21T02:41:01.891233+00:00,2026-07-21T02:41:02.291666+00:00
301,pilot,A,fiqa_sa-train-000339,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,407.17,2.385e-05,2026-07-21T02:41:02.616696+00:00,2026-07-21T02:41:03.023348+00:00
302,pilot,A,fiqa_sa-train-000342,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,397.96,2.31e-05,2026-07-21T02:41:03.337821+00:00,2026-07-21T02:41:03.735660+00:00
303,pilot,A,fiqa_sa-train-000343,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,391.14,2.31e-05,2026-07-21T02:41:04.050297+00:00,2026-07-21T02:41:04.441959+00:00
304,pilot,A,fiqa_sa-train-000345,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,402.44,2.325e-05,2026-07-21T02:41:04.755202+00:00,2026-07-21T02:41:05.157381+00:00
305,pilot,A,fiqa_sa-train-000351,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,418.15,2.4e-05,2026-07-21T02:41:05.471937+00:00,2026-07-21T02:41:05.889236+00:00
306,pilot,A,fiqa_sa-train-000356,fiqa_sa,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,412.97,2.67e-05,2026-07-21T02:41:06.204960+00:00,2026-07-21T02:41:06.618157+00:00
307,pilot,A,fiqa_sa-train-000357,fiqa_sa,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,394.94,2.58e-05,2026-07-21T02:41:06.931655+00:00,2026-07-21T02:41:07.326192+00:00
308,pilot,A,fiqa_sa-train-000367,fiqa_sa,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,405.2,2.49e-05,2026-07-21T02:41:07.640982+00:00,2026-07-21T02:41:08.045541+00:00
309,pilot,A,fiqa_sa-train-000373,fiqa_sa,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,393.2,2.565e-05,2026-07-21T02:41:08.361673+00:00,2026-07-21T02:41:08.754345+00:00
310,pilot,A,fiqa_sa-train-000374,fiqa_sa,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,395.19,2.625e-05,2026-07-21T02:41:09.069612+00:00,2026-07-21T02:41:09.464517+00:00
311,pilot,A,fiqa_sa-train-000386,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,395.96,2.385e-05,2026-07-21T02:41:09.779090+00:00,2026-07-21T02:41:10.174602+00:00
312,pilot,A,fiqa_sa-train-000399,fiqa_sa,upstage,solar-pro3,1,success,200,,,181,0,181,3,184,388.42,2.895e-05,2026-07-21T02:41:10.490652+00:00,2026-07-21T02:41:10.879072+00:00
313,pilot,A,fiqa_sa-train-000414,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,394.92,2.595e-05,2026-07-21T02:41:11.192900+00:00,2026-07-21T02:41:11.588807+00:00
314,pilot,A,fiqa_sa-train-000419,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,406.7,2.46e-05,2026-07-21T02:41:11.904267+00:00,2026-07-21T02:41:12.310971+00:00
315,pilot,A,fiqa_sa-train-000428,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,406.41,2.595e-05,2026-07-21T02:41:12.625535+00:00,2026-07-21T02:41:13.031951+00:00
316,pilot,A,fiqa_sa-train-000429,fiqa_sa,upstage,solar-pro3,1,success,200,,,164,0,164,3,167,411.74,2.64e-05,2026-07-21T02:41:13.346713+00:00,2026-07-21T02:41:13.758240+00:00
317,pilot,A,fiqa_sa-train-000436,fiqa_sa,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,415.2,2.55e-05,2026-07-21T02:41:14.072246+00:00,2026-07-21T02:41:14.487200+00:00
318,pilot,A,fiqa_sa-train-000452,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,395.97,2.61e-05,2026-07-21T02:41:14.801873+00:00,2026-07-21T02:41:15.198268+00:00
319,pilot,A,fiqa_sa-train-000454,fiqa_sa,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,413.04,2.505e-05,2026-07-21T02:41:15.512736+00:00,2026-07-21T02:41:15.925490+00:00
320,pilot,A,fiqa_sa-train-000458,fiqa_sa,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,398.76,2.565e-05,2026-07-21T02:41:16.240932+00:00,2026-07-21T02:41:16.639371+00:00
321,pilot,A,fiqa_sa-train-000461,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,379.95,2.37e-05,2026-07-21T02:41:16.959207+00:00,2026-07-21T02:41:17.339366+00:00
322,pilot,A,fiqa_sa-train-000463,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,385.69,2.31e-05,2026-07-21T02:41:17.659512+00:00,2026-07-21T02:41:18.044603+00:00
323,pilot,A,fiqa_sa-train-000464,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,403.85,2.355e-05,2026-07-21T02:41:18.361252+00:00,2026-07-21T02:41:18.765079+00:00
324,pilot,A,fiqa_sa-train-000467,fiqa_sa,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,391.02,2.745e-05,2026-07-21T02:41:19.079716+00:00,2026-07-21T02:41:19.470595+00:00
325,pilot,A,fiqa_sa-train-000475,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,382.7,2.61e-05,2026-07-21T02:41:19.786238+00:00,2026-07-21T02:41:20.168154+00:00
326,pilot,A,fiqa_sa-train-000477,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,392.41,2.37e-05,2026-07-21T02:41:20.484258+00:00,2026-07-21T02:41:20.876705+00:00
327,pilot,A,fiqa_sa-train-000478,fiqa_sa,upstage,solar-pro3,1,success,200,,,164,0,164,3,167,398.69,2.64e-05,2026-07-21T02:41:21.191519+00:00,2026-07-21T02:41:21.590221+00:00
328,pilot,A,fiqa_sa-train-000486,fiqa_sa,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,385.75,2.565e-05,2026-07-21T02:41:21.906550+00:00,2026-07-21T02:41:22.292738+00:00
329,pilot,A,fiqa_sa-train-000495,fiqa_sa,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,396.78,2.745e-05,2026-07-21T02:41:22.610613+00:00,2026-07-21T02:41:23.007005+00:00
330,pilot,A,fiqa_sa-train-000500,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,370.09,2.28e-05,2026-07-21T02:41:23.321489+00:00,2026-07-21T02:41:23.691675+00:00
331,pilot,A,fiqa_sa-train-000504,fiqa_sa,upstage,solar-pro3,1,success,200,,,134,0,134,3,137,403.66,2.19e-05,2026-07-21T02:41:24.004864+00:00,2026-07-21T02:41:24.407991+00:00
332,pilot,A,fiqa_sa-train-000506,fiqa_sa,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,386.78,2.55e-05,2026-07-21T02:41:24.722417+00:00,2026-07-21T02:41:25.109675+00:00
333,pilot,A,fiqa_sa-train-000513,fiqa_sa,upstage,solar-pro3,1,success,200,,,134,0,134,3,137,951.74,2.19e-05,2026-07-21T02:41:25.424294+00:00,2026-07-21T02:41:26.376063+00:00
334,pilot,A,fiqa_sa-train-000514,fiqa_sa,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,383.6,2.535e-05,2026-07-21T02:41:26.690883+00:00,2026-07-21T02:41:27.073972+00:00
335,pilot,A,fiqa_sa-train-000515,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,413.26,2.595e-05,2026-07-21T02:41:27.389033+00:00,2026-07-21T02:41:27.802346+00:00
336,pilot,A,fiqa_sa-train-000519,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,941.63,2.595e-05,2026-07-21T02:41:28.116910+00:00,2026-07-21T02:41:29.058431+00:00
337,pilot,A,fiqa_sa-train-000523,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,384.64,2.37e-05,2026-07-21T02:41:29.372616+00:00,2026-07-21T02:41:29.756606+00:00
338,pilot,A,fiqa_sa-train-000526,fiqa_sa,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,377.62,2.52e-05,2026-07-21T02:41:30.075594+00:00,2026-07-21T02:41:30.453493+00:00
339,pilot,A,fiqa_sa-train-000530,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,462.47,2.265e-05,2026-07-21T02:41:30.768087+00:00,2026-07-21T02:41:31.230408+00:00
340,pilot,A,fiqa_sa-train-000542,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,378.48,2.415e-05,2026-07-21T02:41:31.544528+00:00,2026-07-21T02:41:31.923603+00:00
341,pilot,A,fiqa_sa-train-000552,fiqa_sa,upstage,solar-pro3,1,success,200,,,164,0,164,3,167,391.37,2.64e-05,2026-07-21T02:41:32.473800+00:00,2026-07-21T02:41:32.865173+00:00
342,pilot,A,fiqa_sa-train-000553,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,397.55,2.31e-05,2026-07-21T02:41:33.180369+00:00,2026-07-21T02:41:33.577421+00:00
343,pilot,A,fiqa_sa-train-000556,fiqa_sa,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,401.26,2.82e-05,2026-07-21T02:41:33.894468+00:00,2026-07-21T02:41:34.296080+00:00
344,pilot,A,fiqa_sa-train-000574,fiqa_sa,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,405.79,2.49e-05,2026-07-21T02:41:34.627899+00:00,2026-07-21T02:41:35.033387+00:00
345,pilot,A,fiqa_sa-train-000578,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,381.5,2.37e-05,2026-07-21T02:41:35.347327+00:00,2026-07-21T02:41:35.729196+00:00
346,pilot,A,fiqa_sa-train-000579,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,396.49,2.46e-05,2026-07-21T02:41:36.044905+00:00,2026-07-21T02:41:36.441335+00:00
347,pilot,A,fiqa_sa-train-000593,fiqa_sa,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,396.86,2.535e-05,2026-07-21T02:41:36.755037+00:00,2026-07-21T02:41:37.151903+00:00
348,pilot,A,fiqa_sa-train-000598,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,415.31,2.61e-05,2026-07-21T02:41:37.465564+00:00,2026-07-21T02:41:37.881330+00:00
349,pilot,A,fiqa_sa-train-000615,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,404.89,2.25e-05,2026-07-21T02:41:38.195695+00:00,2026-07-21T02:41:38.600978+00:00
350,pilot,A,fiqa_sa-train-000634,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,803.47,2.25e-05,2026-07-21T02:41:38.915400+00:00,2026-07-21T02:41:39.718774+00:00
351,pilot,A,fiqa_sa-train-000637,fiqa_sa,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,395.92,2.535e-05,2026-07-21T02:41:40.032598+00:00,2026-07-21T02:41:40.428287+00:00
352,pilot,A,fiqa_sa-train-000646,fiqa_sa,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,439.09,2.625e-05,2026-07-21T02:41:40.743100+00:00,2026-07-21T02:41:41.182475+00:00
353,pilot,A,fiqa_sa-train-000648,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,940.53,2.595e-05,2026-07-21T02:41:41.496208+00:00,2026-07-21T02:41:42.436118+00:00
354,pilot,A,fiqa_sa-train-000664,fiqa_sa,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,395.63,2.49e-05,2026-07-21T02:41:42.752672+00:00,2026-07-21T02:41:43.148143+00:00
355,pilot,A,fiqa_sa-train-000674,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,969.06,2.595e-05,2026-07-21T02:41:43.463804+00:00,2026-07-21T02:41:44.432468+00:00
356,pilot,A,fiqa_sa-train-000683,fiqa_sa,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,385.76,2.565e-05,2026-07-21T02:41:44.754971+00:00,2026-07-21T02:41:45.140304+00:00
357,pilot,A,fiqa_sa-train-000685,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,401.39,2.31e-05,2026-07-21T02:41:45.455495+00:00,2026-07-21T02:41:45.856476+00:00
358,pilot,A,fiqa_sa-train-000688,fiqa_sa,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,422.18,2.58e-05,2026-07-21T02:41:46.170401+00:00,2026-07-21T02:41:46.592552+00:00
359,pilot,A,fiqa_sa-train-000691,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,914.56,2.46e-05,2026-07-21T02:41:46.906844+00:00,2026-07-21T02:41:47.821696+00:00
360,pilot,A,fiqa_sa-train-000693,fiqa_sa,upstage,solar-pro3,1,success,200,,,177,0,177,3,180,411.16,2.835e-05,2026-07-21T02:41:48.140783+00:00,2026-07-21T02:41:48.551263+00:00
361,pilot,A,fiqa_sa-train-000695,fiqa_sa,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,398.08,2.625e-05,2026-07-21T02:41:48.872929+00:00,2026-07-21T02:41:49.271035+00:00
362,pilot,A,fiqa_sa-train-000705,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,394.12,2.61e-05,2026-07-21T02:41:49.586213+00:00,2026-07-21T02:41:49.979912+00:00
363,pilot,A,fiqa_sa-train-000707,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,437.22,2.295e-05,2026-07-21T02:41:50.294979+00:00,2026-07-21T02:41:50.732634+00:00
364,pilot,A,fiqa_sa-train-000714,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,402.25,2.25e-05,2026-07-21T02:41:51.046967+00:00,2026-07-21T02:41:51.449241+00:00
365,pilot,A,fiqa_sa-train-000727,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,413.49,2.46e-05,2026-07-21T02:41:51.764487+00:00,2026-07-21T02:41:52.178458+00:00
366,pilot,A,fiqa_sa-train-000735,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,388.49,2.325e-05,2026-07-21T02:41:52.494007+00:00,2026-07-21T02:41:52.882065+00:00
367,pilot,A,fiqa_sa-train-000744,fiqa_sa,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,389.03,2.445e-05,2026-07-21T02:41:53.196434+00:00,2026-07-21T02:41:53.585517+00:00
368,pilot,A,fiqa_sa-train-000751,fiqa_sa,upstage,solar-pro3,1,success,200,,,177,0,177,3,180,400.33,2.835e-05,2026-07-21T02:41:53.900346+00:00,2026-07-21T02:41:54.300829+00:00
369,pilot,A,fiqa_sa-train-000752,fiqa_sa,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,406.6,2.43e-05,2026-07-21T02:41:54.618282+00:00,2026-07-21T02:41:55.024819+00:00
370,pilot,A,fiqa_sa-train-000761,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,455.08,2.355e-05,2026-07-21T02:41:55.337889+00:00,2026-07-21T02:41:55.792910+00:00
371,pilot,A,fiqa_sa-train-000768,fiqa_sa,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,399.55,2.475e-05,2026-07-21T02:41:56.108159+00:00,2026-07-21T02:41:56.507678+00:00
372,pilot,A,fiqa_sa-train-000769,fiqa_sa,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,382.7,2.43e-05,2026-07-21T02:41:56.822799+00:00,2026-07-21T02:41:57.206671+00:00
373,pilot,A,fiqa_sa-train-000781,fiqa_sa,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,937.06,2.58e-05,2026-07-21T02:41:57.521066+00:00,2026-07-21T02:41:58.458173+00:00
374,pilot,A,fiqa_sa-train-000783,fiqa_sa,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,402.69,2.595e-05,2026-07-21T02:41:58.773330+00:00,2026-07-21T02:41:59.175506+00:00
375,pilot,A,fiqa_sa-train-000787,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,392.48,2.46e-05,2026-07-21T02:41:59.491357+00:00,2026-07-21T02:41:59.884325+00:00
376,pilot,A,fiqa_sa-train-000791,fiqa_sa,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,392.56,2.43e-05,2026-07-21T02:42:00.197873+00:00,2026-07-21T02:42:00.590011+00:00
377,pilot,A,fiqa_sa-train-000799,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,406.8,2.325e-05,2026-07-21T02:42:00.905983+00:00,2026-07-21T02:42:01.313011+00:00
378,pilot,A,fiqa_sa-train-000804,fiqa_sa,upstage,solar-pro3,1,success,200,,,164,0,164,3,167,416.23,2.64e-05,2026-07-21T02:42:01.627630+00:00,2026-07-21T02:42:02.043607+00:00
379,pilot,A,fiqa_sa-train-000806,fiqa_sa,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,396.5,2.715e-05,2026-07-21T02:42:02.504729+00:00,2026-07-21T02:42:02.900797+00:00
380,pilot,A,fiqa_sa-train-000811,fiqa_sa,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,394.49,2.715e-05,2026-07-21T02:42:03.215272+00:00,2026-07-21T02:42:03.609731+00:00
381,pilot,A,fiqa_sa-valid-000003,fiqa_sa,upstage,solar-pro3,1,success,200,,,137,0,137,3,140,390.27,2.235e-05,2026-07-21T02:42:03.924141+00:00,2026-07-21T02:42:04.314630+00:00
382,pilot,A,fiqa_sa-valid-000007,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,394.88,2.25e-05,2026-07-21T02:42:04.632351+00:00,2026-07-21T02:42:05.027369+00:00
383,pilot,A,fiqa_sa-valid-000008,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,395.91,2.385e-05,2026-07-21T02:42:05.341058+00:00,2026-07-21T02:42:05.736585+00:00
384,pilot,A,fiqa_sa-valid-000013,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,380.39,2.265e-05,2026-07-21T02:42:06.052064+00:00,2026-07-21T02:42:06.433081+00:00
385,pilot,A,fiqa_sa-valid-000015,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,403.87,2.325e-05,2026-07-21T02:42:06.747019+00:00,2026-07-21T02:42:07.150680+00:00
386,pilot,A,fiqa_sa-valid-000018,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,464.02,2.385e-05,2026-07-21T02:42:07.465004+00:00,2026-07-21T02:42:07.928984+00:00
387,pilot,A,fiqa_sa-valid-000027,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,412.84,2.325e-05,2026-07-21T02:42:08.243684+00:00,2026-07-21T02:42:08.656480+00:00
388,pilot,A,fiqa_sa-valid-000028,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,404.24,2.295e-05,2026-07-21T02:42:08.970997+00:00,2026-07-21T02:42:09.375191+00:00
389,pilot,A,fiqa_sa-valid-000029,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,393.96,2.295e-05,2026-07-21T02:42:09.688803+00:00,2026-07-21T02:42:10.082236+00:00
390,pilot,A,fiqa_sa-valid-000041,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,398.75,2.28e-05,2026-07-21T02:42:10.397307+00:00,2026-07-21T02:42:10.796300+00:00
391,pilot,A,fiqa_sa-valid-000047,fiqa_sa,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,389.34,2.445e-05,2026-07-21T02:42:11.109861+00:00,2026-07-21T02:42:11.499591+00:00
